"screen_name","followers_count","text"
"kpintoledo",1335,"Ohio has 30% of its hospital beds available. Only 2% of hospital beds are being used by COVID patients. ICU patients down to 188 and 108 on ventilators. #ohio #COVID19 #Corona #coronavirus"
"csignz",1366,"#SynQtank #covid1984 #Corona #Covid_19 
A DARPA-Funded Implantable Biochip to Detect COVID-19 Could Hit Markets by 2021 https://t.co/JEIzAq3BJC"
"greidmit",34,"Wall-mounted technology detects COVID-19 in the air https://t.co/Ea4DrcPNGH #Covid_19 #coronavirus #Corona #Covid #BioCloud #technology #technews — @Kontrolenergy https://t.co/47YxjptHlV"
"MandyHickson",3414,"Who remembers the days when you couldn’t wait to get your hands on #Corona? #1970s child! https://t.co/UONT76erdx"
"SimpleSoulTweet",276,"...and after they are stocked, let’s stock the teachers and other essential workers! <U+0001F64F><U+0001F3FC> #COVID19 #Covid_19 #coronavirus #Corona #N95masks https://t.co/pv8zyVIjYa"
"josvotskevdijk",42,"I don't like wearing my mask neither. But I want us to be able to defeat this virus.
So wear your goddamn mask!
.
#Corona #Covid_19 #WearYourGoddamnMask @ Votske HQ https://t.co/gltth0IgRi"
"aslamq321",150,"Modi era will be considered as the black spot of Indian history &amp; no will discuss this era. #ModiKilledDemocracy #corona #china #GDP #Harmony #unemployment #Inflation #DollarVsRupees"
"danmawdesley",153,"You’ll never walk alone,
but you’ll have to sing at home.
#Dutch #PrimeMinister tells #football #fans not to chant at games. That’ll work <U+0001F600>. #Corona #Netherlands  https://t.co/e6xiX4G6jP"
"wemoonwarrior",1710,"We are approaching a second peak in the pandemic. Hundreds of thousands of people, healthy, fit and young are about to lose their lives to chronic illness and they don’t know it yet. All because of decades of stigma, ignorance and neglect #Corona #LongCovid  #meawarenesshour"
"homeparentingme",137,"We are approaching a second peak in the pandemic. Hundreds of thousands of people, healthy, fit and young are about to lose their lives to chronic illness and they don’t know it yet. All because of decades of stigma, ignorance and neglect #Corona #LongCovid  #meawarenesshour"
"globe_paces",1188,"England imposes up to $13,000 fine for breaking COVID-19 rules
#Corona https://t.co/j658mZtAEq"
"kumaar__hemant",56,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"standard3d",1937,"#Corona Render formats now supported #vulkan #pixel #instagood https://t.co/9YvdvuCGtX"
"standard3d",1937,"#Corona Render formats now supported #samsung #moto #huawei https://t.co/l1tjW5iWlY"
"jessjamesonxx",29,"Always sanitize your hands

#coronavirus 
#Covid_19 
#Corona https://t.co/JkOfjwlxXC"
"rizzau",419,"@Garrett_Archer 150 cases in Maricopa?  I thought Labor Day was going to be doomsday for #Corona comeback?!?"
"vrNagpur",7704,"#Nagpur #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Shree Hospital.
Contact 9765129557
Via
@DevShilpa14
#Bloodpointorg #Bloodmatters"
"onesweetday48",1874,"Life these days - #comics #cartoon #COVID19 #illustration #moonstruckdad #art #ArtistOnTwitter #parenting #Masks #Corona 

Please subscribe to our #youtubechannel for more from dad/son. Click the link below <U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC>

https://t.co/i1BMO4szDh https://t.co/ZyrYx2vwR8"
"AskBabaG",29,"Ugly, uneducated,  corrupt &amp; worse than #CORONA R employed by @OfficialDPRPP ""criminals in uniform !!!
Investigate &amp; HANG in PUBLIC &amp; select #Muslims @ashwahab &amp; get rid of dirty DOGs
@ImaanAfridi1 @RedStoneProduc4 @ushnashah @AmberRShamsi https://t.co/eSNNpIm1Vz"
"Rebecca_jo1",263,"72% of Latin American households in the United States suffer from severe economic hardship due to the #Corona crisis.
#WakeUpAmerica 
#ConspiracyTrump 
#ImpeachTrumpAgain"
"syedanahida1",131,"#Covid19UK #Corona #finance #business #Travel #airlines #investing #YouTube #YouTubers #ValueInvesting #FinancialFreedom #Brexit
visit here to learn more.....
https://t.co/VffmFQPebj
https://t.co/7pUBBqqDB3 https://t.co/D40G8edBw5"
"MedicalSight",7,"Find out about the steps (basic research and the different phases of clinical trials) involved when developing a vaccine. Catch the second episode on the 15th of October 20plenty <U+0001F60A><U+0001F601> #covid_19 #corona #healthcare #Wolves #Sterling #garlic #ManCity #vaccines https://t.co/QEJlLV8nnM"
"summerivkodica5",0,"Many people do not know what is the meaning of #COVID19 

So I can help.

CO - stand for #Corona

VI - stand for #Virus

D - stand for Disease

19 - for the year 2019.

Don't #stigmatize. Stay safe. No panic."
"IStarsheppygirl",1343,"https://t.co/AsKjAgFPI0

<U+2B06> suggests - #Democrats are not clear about what #Trump full-term means

They may not see a huge range of negative consequences that may rule out the chances of recovery 

#TrumpIsNotWell #Corona #TrumpLies #Resist #Resistance #Facts #Fact #Truth"
"denerds_",20,"[ GER/EN - #FallGuys ] Big YEETus - #SUBtember https://t.co/s84RhtsBzy #stayathome  #stayhomesavelives #stayhome  #wirbleibenzuhause  #corona #twitch #stream #streaming #german #germany #subscribe #views #hosting #live #livestream #blacklivesmatter #blm"
"BigIrishJay",3554,"Good ol' ""Cousin Jimmy."" #KeepYourDistance #KYD #Comedy #StandUp #Pandemic #COVID #corona @ Los Angeles, California https://t.co/DvVzbWK17r"
"CharlotteDBNN",1624,"Government confirms extension of commercial rent protections https://t.co/5cEihjVzvS 

#BusinessNews #evictionban #grace #businessnow #rentprotection #goodnews #hospitalityindustry #restaurant #bars #hospitality #government #news #corona #ukcolumn #analysis #optimistic"
"WellisAirUSA",3,"We are a team of scientists, engineers and thinkers who care about the air we breath. It matters to you, and it matters to us #motivation #dreamer #wellness #designinspiration #design #bacteria #disinfect #freshair #healthyliving #covid #corona #prevention https://t.co/5GrUCVbNtA https://t.co/6ahXHcgjio"
"Naveen35936354",2,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"PeaceMonger143",292,"@ReallySwara #Corona can be treated and there will be vaccine for the same but 

#Kangana cannot be treated or cured <U+0001F926>"
"KvngLerry",1069,"This is a CGI guys.. #3dsMax #Corona renderer.. https://t.co/M0YJXpwqtn"
"SLODADO1",117,"Always sanitize your hands

#coronavirus 
#Covid_19 
#Corona https://t.co/JkOfjwlxXC"
"JeanJean246",2010,"Another Lockdown ???

Retweets Appreciated  - #Lockdown2 #Corona @BorisJohnson"
"alarchwen1968",189,"The majority have sacrificed a lot to minimize the spread of the virus. Yet, here wa are, back to square 1. All because of those selfish, stupid anti-mask Covidiots who believe it's a ploy to inject us with microchips. Take responsibly you insecure shit brain deadwood! #Corona"
"Snehasisoo7",571,"Officially, now #India has most no. of #Corona recoveries in the world!

US only considers someone recovered, if they are admitted in a hospital and recover.. It doesn't keep track of the recovery of people who are in home isolation.. 

https://t.co/I0d5rCmqOn https://t.co/9vW3y2VNpD"
"Snehasisoo7",571,"#India 's discharges continue to be more than new #Corona cases..

Sep 20th:

No. of Recoveries: 93,356

No of New Cases: 86,961 

#CoronavirusIndia"
"HGBPhD",1229,"Another #SundayMorning:

The current number is 203,824 #Corona deaths in America.

The impression arises as if nobody cares anymore.
Instead #Trump and his gang are trying to set the country back for decades . . .

What has become of my beloved America ?  <U+0001F614>

#vote  <U+0001F499> https://t.co/tZ1XtcKroX"
"HydeeOfficial",36,"This is a CGI guys.. #3dsMax #Corona renderer.. https://t.co/M0YJXpwqtn"
"W_Meme_Com",3908,"Now you know <U+0001F610>
#kids #momlife #corona #covid #lockdown #funnymemes #dankmemes #memestagram #memes #meme #funnykids #kidsmemes https://t.co/jCVHF2SN1w"
"PFTPMPosse",1219,"@ProFootballTalk Of the changes agreed to by @NFL &amp; @NFLPA bc of #COVID19, what (if any) can u envision being kept post #Corona? Expanded practice squads w/no vet limit? 3-Wk IR change (love this)? Expansion of off-season virtual meetings? #PFTPM #PFTPMPosse"
"ynnor55",1506,"Selfie 3 #selfie #Corona https://t.co/Mxq7TUSLRD"
"SchattenprinzM",1010,"Wo ist #Corona ? / Where is Corona? <U+0001F62C> #covid #coronavirus https://t.co/TQAVmnA7ew"
"MarkoSilberhand",30771,"Another #SundayMorning:

The current number is 203,824 #Corona deaths in America.

The impression arises as if nobody cares anymore.
Instead #Trump and his gang are trying to set the country back for decades . . .

What has become of my beloved America ?  <U+0001F614>

#vote  <U+0001F499> https://t.co/tZ1XtcKroX"
"mominpyjamas",1,"Now you know <U+0001F610>
#kids #momlife #corona #covid #lockdown #funnymemes #dankmemes #memestagram #memes #meme #funnykids #kidsmemes https://t.co/jCVHF2SN1w"
"lynnietay",6436,"@MattHancock They say timing everything with #BorisJohnson making a statement tomorrow. The investigation into banks like #HSBC (Tory Friends) has proven they laundered money to help fund terrorism incl drugs &amp; arms. The #Tories want the headline to be about #corona &amp; fear. #ToryCriminals"
"johndmtb",6939,"Another Lockdown ???

Retweets Appreciated  - #Lockdown2 #Corona @BorisJohnson"
"InstantCaptions",4,"Remember to always use hand sanitizer guys <U+0001F602> #fun #funny #laugh #twitter #handtwitter #Covid_19 #Corona #people #laughing #schoolsreopening #pandemic #Americans #America #LatinosForBiden #latinoamerica #rt #comment #like #LikeForLikes #Retwittear #mexico #argentina #Colombia https://t.co/Wdux69MUHM"
"RealKAG1",9,"The same people that believe Trump is a “Russian agent” are talking about conspiracy theories... #ConspiracyTrump #Corona #coronavirus #Covid_19 https://t.co/orgiNYgONg"
"stebeano",161,"<U+0001F1EC><U+0001F1E7> United Kingdom Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #UK #Corona #covid19 #Covid19UK https://t.co/fGgJ2DSYwm"
"y_gigfran",1341,"@robfordmancs Have a look into her background Rob, she is part of the 55 Tufton Street rent a quote mob
@LeaveHQ property developer @TiceRichard various hedge fund bods
All looking to protect their profits with health a secondary consideration.
#Covid_19 #coronavirus #Corona #"
"ebhopal_in",161,"Hi @BipinSasi, Check this article to know more about Corona Virus, its symptoms and how to fight it. #Corona #CoronaVirus #EBhopal

https://t.co/wloVjWA1jM"
"viralvideovlogs",3957,"**ALERT** New Jersey Covid19 News
200,154 total positive cases
392 new cases
14,278 total deaths
2 new deaths
#COVID19 #NewJersey #Covid #Corona #News #live 
[#168] Last Update: 09/21/2020 12:57 PM"
"viralvideovlogs",3957,"Kindly refer to the following link for the @ICMRDELHI advisory on the use of Rapid Antigen Detection Test for #COVID19: https://t.co/NRZJ7tqoCn

#COVID__19 #COVID #COVID_19 #COVID<U+30FC>19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic https://t.co/gxkMgEpICF"
"viralvideovlogs",3957,"...and after they are stocked, let’s stock the teachers and other essential workers! <U+0001F64F><U+0001F3FC> #COVID19 #Covid_19 #coronavirus #Corona #N95masks https://t.co/pv8zyVIjYa"
"viralvideovlogs",3957,"Who are your favorite doctors on Twitter that you know you can trust and give good advice about everything Covid? 

Let's compile a list so we can give people access to proper and evidence-based advice regarding the virus.

#COVID19 #Corona #coronavirus #CDC"
"viralvideovlogs",3957,"January,February,lockdown,quarantine...
December 
#COVID19 #lockdown #CoronavirusIndia #corona #coronavirus #Covid_19 #CoronavirusPandemic #Quarantine"
"viralvideovlogs",3957,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0065><U+000E006E><U+000E0067><U+000E007F><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+000E007F><U+000E0067><U+000E0062> England Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive test result, by date reported. #coronavirus #England #Corona #covid19 #Covid19UK https://t.co/JRNC3pV7A6"
"viralvideovlogs",3957,"#AutomaticDispenser Hurry!!! Limited Stocks Available <U+FE61>
@lowest price call for order<U+2800>
+91 9765629111 8411958300 8007178643<U+2800>
#srkinnovations #COVID19 #Corona https://t.co/14FDuLsqoP"
"viralvideovlogs",3957,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0065><U+000E006E><U+000E0067><U+000E007F><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+000E007F><U+000E0067><U+000E0062> England Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #England #Corona #covid19 #Covid19UK https://t.co/vXfGnY9TbX"
"viralvideovlogs",3957,"Here is the Tamil Nadu #COVID19 Update for today (September 21). 

#Corona https://t.co/h4DAKxDwcK"
"walterego68_ego",3107,"Who are your favorite doctors on Twitter that you know you can trust and give good advice about everything Covid? 

Let's compile a list so we can give people access to proper and evidence-based advice regarding the virus.

#COVID19 #Corona #coronavirus #CDC"
"foot_maureen",1463,"Another Lockdown ???

Retweets Appreciated  - #Lockdown2 #Corona @BorisJohnson"
"smartinosx",172,"#BelarusProtest #Corona So its very interesting. Lukashenko was so bad that he was not closed everythung because of coronavirus and now when there are thousends people in one place protesring against him no one from western journalists say that it dangerous because of coronavirus https://t.co/Sk35fFbTof"
"TheRMcQ1986",787,"<U+0001F1EC><U+0001F1E7> United Kingdom Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #UK #Corona #covid19 #Covid19UK https://t.co/fGgJ2DSYwm"
"TheRMcQ1986",787,"<U+0001F3F4><U+000E0067><U+000E0062><U+000E0065><U+000E006E><U+000E0067><U+000E007F><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+000E007F><U+000E0067><U+000E0062> England Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positive test, by date reported. #coronavirus #England #Corona #covid19 #Covid19UK https://t.co/vXfGnY9TbX"
"JoanMcParland",1409,"We are approaching a second peak in the pandemic. Hundreds of thousands of people, healthy, fit and young are about to lose their lives to chronic illness and they don’t know it yet. All because of decades of stigma, ignorance and neglect #Corona #LongCovid  #meawarenesshour"
"gunderwood3",1130,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"BipinSasi",379,"Bhopal  imposed lockdown during night but how is night curfew going to control #Corona  ? 
.
.
.
#Covid_19 #CoronavirusIndia #Bhopal https://t.co/30J2OxV8G0"
"youknowmetoo_79",535,"Oh damn #knuckifubuck #violence #crazy #50s #memepage #memestagram #quarantine #standup #corona #memer #likeforlikes #covid #movies #s #podcast #video #fortnite https://t.co/vm7yHCFHAe"
"youknowmetoo_79",535,"Oh my #can #tuna #laugh #memepage #memestagram #quarantine #standup #corona #memer #likeforlikes #covid #movies #s #podcast #video #fortnite https://t.co/IIlDksoLf7"
"XRCamden",1792,"Incredible story in times of #Corona of 1 of the activists who was removed. She told they were put together with 43(<U+2049><U+FE0F>) in 1 citybus who stood there for 45 min. with only 1 door open. After complaints, 1 more door was opened and some hatches.

Please Retweet as much as possible<U+2753> https://t.co/meiYcWkr9M"
"wlshmanwanderin",17,"We are approaching a second peak in the pandemic. Hundreds of thousands of people, healthy, fit and young are about to lose their lives to chronic illness and they don’t know it yet. All because of decades of stigma, ignorance and neglect #Corona #LongCovid  #meawarenesshour"
"Rantaramic",884,"*rushes into the sweet embrace of a swarm of deadly mosquitoes*

#Corona #Covid_19 #coronavirus 

https://t.co/1zpkDdj0zo"
"Rantaramic",884,"This lede was approved by the editors of one of the UK's most highly regarded dailies. Take a moment to let that sink in. 

Britain, I'm really worried about you, girl.

#Corona #coronavirus #Masks #lockdownUK https://t.co/iADt3K9Btp"
"maggie_gamboa",429,"What a great finish to our #Corona season.  4-0 at @WarGames285 in Cincy playing up one or two grades  to win Gold 1 <U+0001F3C6>. Held teams to 33 PPG on average and played super unselfishly all weekend.  @Brian_Mallory @trice_travis @Scottejohnson12 @smidy33 https://t.co/2GQ5G61Rwg"
